Job Title,Company Name,Location,Skills,Date,Link
Senior Full Stack PHP Laravel Developer (Remote - Full Time),"HIGHBASE TRADING W.L.L - Cairo, Egypt 4 days ago","Cairo, Egypt ",Experienced · 5 - 10 Yrs of Exp · IT/Software Development · PHP · HTML5 · CSS3 · Laravel · MySQL · Vue.js · Tailwind · Front-End Development,4 days ago,https://wuzzuf.net/jobs/p/j8EuteiQISiz-Senior-Full-Stack-PHP-Laravel-Developer-Remote---Full-Time-HIGHBASE-TRADING-W-L-L-Cairo-Egypt
Senior Systems/Infrastructure Engineer,"ITIDA - 6th of October, Giza, Egypt 12 days ago","6th of October, Giza, Egypt ",Experienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Computer Engineering · Computer Science · Engineering · Information Technology (IT) · Infrastructure · Networking,2 days ago,https://wuzzuf.net/jobs/p/lqwo2E3mU8s2-Senior-SystemsInfrastructure-Engineer-ITIDA-Giza-Egypt
Backend Developer,"Monglish Academy - Alexandria, Egypt 2 days ago","Alexandria, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · back-end · Computer Science · Information Technology (IT) · Engineering · Software,3 days ago,https://wuzzuf.net/jobs/p/Ocl4a7ca6nEo-Backend-Developer-Monglish-Academy-Alexandria-Egypt
Junior Business Analyst,"Confidential - Giza, Egypt 3 days ago","Giza, Egypt ",Entry Level · 0 - 5 Yrs of Exp · IT/Software Development · Agile · Analyst · Data Analysis · Microsoft Excel · Business Analysis · Business Analyst · Business Administration · Information Technology (IT) · Computer Science,4 days ago,https://wuzzuf.net/jobs/p/G93JTMFsHDQh-Junior-Business-Analyst-Giza-Egypt
Landing Page & SEO Specialist.,"Confidential - New Capital, Cairo, Egypt 4 days ago","New Capital, Cairo, Egypt ",Experienced · 2 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Digital Marketing · Google Analytics · Landing Pages · WordPress · media · JavaScript,4 days ago,https://wuzzuf.net/jobs/p/Lbxw20Pzei4J-Landing-Page-SEO-Specialist-Cairo-Egypt
Motion Graphics Designer,"Creative Motion - Maadi, Cairo, Egypt 4 days ago","Maadi, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Creative/Design/Art · Adobe After Effects · Motion Graphics · Motion · VFX · graphics · 2D · 3D · compositing · After Effects,7 days ago,https://wuzzuf.net/jobs/p/2Dy88k7kbYmk-Motion-Graphics-Designer-Creative-Motion-Cairo-Egypt
BI DWH Reporting Specialist,"Efada Technology - 6th of October, Giza, Egypt 7 days ago","6th of October, Giza, Egypt ",Experienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · business · Power BI · BI · Computer Engineering · Information Technology (IT) · SQL · Oracle Database · Data Warehousing,7 days ago,https://wuzzuf.net/jobs/p/iUDrcG14sXWT-BI-DWH-Reporting-Specialist-Efada-Technology-Giza-Egypt
Senior Linux Engineer,"Confidential - Smouha, Alexandria, Egypt 7 days ago","Smouha, Alexandria, Egypt ",Experienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Linux · Ansible · logging proxy · Kubernetes · Software,8 days ago,https://wuzzuf.net/jobs/p/015XH7pHa75A-Senior-Linux-Engineer-Alexandria-Egypt
Senior BIM Electrical Low Current Engineer,"CSI - Heliopolis, Cairo, Egypt 8 days ago","Heliopolis, Cairo, Egypt ",Experienced · 6 - 9 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical · BIM · Electrical Engineering · electrical power engineering · Low Current · Power · Revit · Engineering · Electrical power,12 days ago,https://wuzzuf.net/jobs/p/6Xt0fFVqvBDM-Senior-BIM-Electrical-Low-Current-Engineer-CSI-Cairo-Egypt
Software Testing Instructor,"Amit Learning - Maadi, Cairo, Egypt 8 days ago","Maadi, Cairo, Egypt ",Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Training/Instructor · Selenium · Automation · Java · Software Testing · Testing · ISTQB · JavaScript · Software Development,8 days ago,https://wuzzuf.net/jobs/p/tyhjGBZjWdLg-Software-Testing-Instructor-Amit-Learning-Cairo-Egypt
Production Support,"Jobworld - Cairo, Egypt 8 days ago","Cairo, Egypt ",Experienced · 12+ Yrs of Exp · Banking · FM Converge · production support · Computer Science · Engineering · Git · IT · Linux · Oracle · Production,8 days ago,https://wuzzuf.net/jobs/p/8xwZq28JG8oI-Production-Support-Jobworld-Cairo-Egypt
Applications Support Specialist,"FinBi Finance & Banking Consultants International - Dokki, Giza, Egypt 9 days ago","Dokki, Giza, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Application Support · Computer Science · Information Technology (IT) · SQL,9 days ago,https://wuzzuf.net/jobs/p/inSJYnYSjd4y-Applications-Support-Specialist-FinBi-Finance-Banking-Consultants-International-Giza-Egypt
Program Developer,"GB CONSULTING - Athens, Greece 11 days ago","Athens, Greece ",Entry Level · 1 - 20 Yrs of Exp · IT/Software Development · HTML · CSS · PHP · Programming · Software · SQL · Software Development · JavaScript · Java,11 days ago,https://wuzzuf.net/jobs/p/Hwa4dtOuWFQr-Program-Developer-GB-CONSULTING-Athens-Greece
Network and IT Administrator Manager,"May University in Cairo - 15th May City, Cairo, Egypt 11 days ago","15th May City, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Network Administration · Information Technology (IT) · Network Security · System Administration,11 days ago,https://wuzzuf.net/jobs/p/Dl9Xgtoltlf8-Network-and-IT-Administrator-Manager-May-University-in-Cairo-Cairo-Egypt
Manager - Data Analytics,"Alshaya - Cairo, Egypt 30 days ago","Cairo, Egypt ",Manager · 2 - 5 Yrs of Exp · Customer Service/Support · Analyst/Research · Sales/Retail · Business Analysis · Data · Reporting · Analysis,30 days ago,https://wuzzuf.net/jobs/p/xhclI1MgAQs5-Manager --Data-Analytics-Alshaya-Cairo-Egypt
Senior Electrical BIM Technical Office,"Samman  Engineering & Consulting - Giza, Egypt 13 days ago","Giza, Egypt ",Experienced · 7 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · Communication · BIM · Design · Electrical · Electrical Engineering · Engineering · Microsoft Office · MEP,13 days ago,https://wuzzuf.net/jobs/p/FWp5i83zc9p3-Senior-Electrical-BIM-Technical-Office-Samman-Engineering-Consulting-Giza-Egypt
Full Stack Developer,"Dwell Egypt - New Cairo, Cairo, Egypt 28 days ago","New Cairo, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Real Estate · Computer Science · Information Technology (IT) · Software · Java,28 days ago,https://wuzzuf.net/jobs/p/ifHc97bpQY9F-Full-Stack-Developer-Dwell-Egypt-Cairo-Egypt
Business Analyst,"Etqan Consultancy - Cairo, Egypt 11 days ago","Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Analyst · Analysis · Computer Science · Data Analysis · Data Analyst · Information Technology (IT) · SQL · Data,11 days ago,https://wuzzuf.net/jobs/p/hNNS47WR4tvo-Business-Analyst-Etqan-Consultancy-Cairo-Egypt
IT Technical Support (Work Will Be Allocated In Africa),"Confidential - Cairo, Egypt 29 days ago","Cairo, Egypt ",Experienced · 5 - 15 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Hardware · Installation · Networks · Hardware · LAN · WAN,29 days ago,https://wuzzuf.net/jobs/p/zZYL4yHeCIs0-IT-Technical-Support-Work-Will-Be-Allocated-In-Africa-Cairo-Egypt
Civil Engineer - Pavement Quality Control,"Citylogix ME   - New Cairo, Cairo, Egypt 1 month ago","New Cairo, Cairo, Egypt ",Entry Level · Engineering - Other · Quality Control · Engineering · Computer Skills · Communication skills,1 month ago,https://wuzzuf.net/jobs/p/DSOcj2LBdjt1-Civil-Engineer---Pavement-Quality-Control-Citylogix-ME-Cairo-Egypt
DevOps Engineer,"Bydotpy - Maadi, Cairo, Egypt 1 month ago","Maadi, Cairo, Egypt ",Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · CI/CD · DevOps · Docker · Jenkins · Kubernetes · Azure,1 month ago,https://wuzzuf.net/jobs/p/TA27K1lVEY0t-DevOps-Engineer-Bydotpy-Cairo-Egypt
AI Engineer – Arabic OCR Specialist,"Epic Systems - Zamalek, Cairo, Egypt 1 month ago","Zamalek, Cairo, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Arabic · Computer Science · Engineering · AI · English,1 month ago,https://wuzzuf.net/jobs/p/1q6YNmeb5zp8-AI-Engineer-–-Arabic-OCR-Specialist-Epic-Systems-Cairo-Egypt
Senior Devops Engineer,"Bevatel - Dokki, Giza, Egypt 1 month ago","Dokki, Giza, Egypt ",Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Kubernetes · Terraform · Google Cloud · GCP · Cloud · Computer Science · DevOps · Information Technology (IT) · CI/CD,1 month ago,https://wuzzuf.net/jobs/p/wnYNxfGPzi5I-Senior-Devops-Engineer-Bevatel-Giza-Egypt
Junior System Engineer,"El-Amir Group - Nozha, Cairo, Egypt 1 month ago","Nozha, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Computer Engineering · Information Technology (IT),1 month ago,https://wuzzuf.net/jobs/p/R7t1yZmPA1sW-Junior-System-Engineer-El-Amir-Group-Cairo-Egypt
GIS Technician,"Citylogix ME   - New Cairo, Cairo, Egypt 1 month ago","New Cairo, Cairo, Egypt ",Experienced · 2 - 10 Yrs of Exp · IT/Software Development · Arc GIS · GIS · QGIS,1 month ago,https://wuzzuf.net/jobs/p/NJKCWBpb79HZ-GIS-Technician-Citylogix-ME-Cairo-Egypt
Senior Software Quality Control Engineer,"SURE International Technology - Nasr City, Cairo, Egypt 1 month ago","Nasr City, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Quality Control · Analytical Skills · Control · Engineering · Software Testing,1 month ago,https://wuzzuf.net/jobs/p/A9UfSDRIVJv0-Senior-Software-Quality-Control-Engineer-SURE-International-Technology-Cairo-Egypt
Computer Teacher," Egypt Education Platform - Riyadh, Saudi Arabia 26 days ago","Riyadh, Saudi Arabia ",Experienced · 3 - 10 Yrs of Exp · Education/Teaching · computer · Computer Science · Teaching · Programming · Education · Communication skills,26 days ago,https://wuzzuf.net/jobs/p/Yd9Nn96UCBkm-Computer-Teacher-Egypt-Education-Platform-Riyadh-Saudi-Arabia
System Administrator,"Sandah for micro finance - Mohandessin, Giza, Egypt 1 month ago","Mohandessin, Giza, Egypt ",Experienced · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · Computer Science · Information Technology (IT) · Networks · System Administration · System administrator · WAN,1 month ago,https://wuzzuf.net/jobs/p/ePAhOS6xohbY-System-Administrator-Sandah-for-micro-finance-Giza-Egypt
Full Stack Developer,"TryAladdin - Cairo, Egypt 1 month ago","Cairo, Egypt ",Experienced · 2 - 20 Yrs of Exp · IT/Software Development · JavaScript · MySQL · CSS · Angular · Software Development · Full Stack · Git · HTML · Shopify,1 month ago,https://wuzzuf.net/jobs/p/5rqBgjyUAilb-Full-Stack-Developer-TryAladdin-Cairo-Egypt
Senior Data Scientist / Data Scientist – Data & AI Practice,"BrickRed Technologies - Cairo, Egypt 2 months ago","Cairo, Egypt ",Manager · 7 - 10 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · data scientist · Data Science,2 months ago,https://wuzzuf.net/jobs/p/igdKGEyVjhWD-Senior-Data-Scientist-Data-Scientist-–-Data-AI-Practice-BrickRed-Technologies-Cairo-Egypt
Pen Tester- Cyber Security Engineer L1,"Fixed Solutions - Cairo, Egypt 1 month ago","Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Cybersecurity · Mobile Development · JIRA · Java · Penetration Testing · ASP.Net · Software Development · Software Engineering · Vulnerability Scanning,1 month ago,https://wuzzuf.net/jobs/p/xSghRh4De5g6-Pen-Tester--Cyber-Security-Engineer-L1-Fixed-Solutions-Cairo-Egypt
Nocode Architect / AI Developer,"Avetti Commerce FZCO - Heliopolis, Cairo, Egypt 1 month ago","Heliopolis, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · React.js · nextjs · software · ecommerce · Programming Language · it · Development · Software Development · Web Development,1 month ago,https://wuzzuf.net/jobs/p/BtlIy8jApHFk-Nocode-Architect-AI-Developer-Avetti-Commerce-FZCO-Cairo-Egypt
"Senior Quality Control (QC) Engineer - (Hybrid in Maadi, Egypt)","Confidential - Maadi, Cairo, Egypt 1 month ago","Maadi, Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Quality Control · Software Testing · Automated Testing,1 month ago,https://wuzzuf.net/jobs/p/atSDmUXZ8l95-Senior-Quality-Control-QC-Engineer---Hybrid-in-Maadi-Egypt-Cairo-Egypt
Cyber Security Specialist,"DOT Information Technology - Cairo, Egypt 2 months ago","Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Network Security,2 months ago,https://wuzzuf.net/jobs/p/cXOZeatsEszs-Cyber-Security-Specialist-DOT-Information-Technology-Cairo-Egypt
Senior Data Scientist,"DOT Information Technology - New Cairo, Cairo, Egypt 2 months ago","New Cairo, Cairo, Egypt ",Experienced · 4+ Yrs of Exp · IT/Software Development · Analyst/Research · Machine Learning · Information Technology (IT) · Programming · NLP,2 months ago,https://wuzzuf.net/jobs/p/zSqX4xqCqCT6-Senior-Data-Scientist-DOT-Information-Technology-Cairo-Egypt
Odoo Business Analyst,"Confidential - Riyadh, Saudi Arabia 2 months ago","Riyadh, Saudi Arabia ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · Communication skills · Business Analysis · Technical Writing · quality · Analysis · systems analysis · business · Information Technology (IT),2 months ago,https://wuzzuf.net/jobs/p/qT0cLvkZAeQ1-Odoo-Business-Analyst-Riyadh-Saudi-Arabia
Full-Stack Developer,"Confidential - Cairo, Egypt 2 months ago","Cairo, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Angular · Computer Science · CSS · HTML · SQL · Information Technology (IT) · JavaScript,2 months ago,https://wuzzuf.net/jobs/p/W1zQESV6zRCu-Full-Stack-Developer-Cairo-Egypt
Full Stack Developer,"Cherwell Associates - Zamalek, Cairo, Egypt 2 months ago","Zamalek, Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Full Stack · JavaScript · HTML · React · Software Development · MySQL · Angular · Computer Science,2 months ago,https://wuzzuf.net/jobs/p/r1rEJeYTlDMm-Full-Stack-Developer-Cherwell-Associates-Cairo-Egypt
Senior IT Engineer,"Sumitomo Electric Egypt - 6th of October, Giza, Egypt 2 months ago","6th of October, Giza, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT),2 months ago,https://wuzzuf.net/jobs/p/GYqvlg9mZFoj-Senior-IT-Engineer-Sumitomo-Electric-Egypt-Giza-Egypt
Full Stack Developer,"TheFedexperience - New Cairo, Cairo, Egypt 2 months ago","New Cairo, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · females_preferred · Creative/Design/Art · IT/Software Development · Full Stack · CSS · HTML · Information Technology (IT) · React · MySQL · Java · JavaScript,2 months ago,https://wuzzuf.net/jobs/p/Wb82PQp3ZN4s-Full-Stack-Developer-TheFedexperience-Cairo-Egypt
Senior Application Support Engineer,"Al Ahly Momkn for e-payment - Maadi, Cairo, Egypt 2 months ago","Maadi, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Application Support · application · Engineering · Linux · SQL · PL/SQL,2 months ago,https://wuzzuf.net/jobs/p/AksffNAYEOQx-Senior-Application-Support-Engineer-Al-Ahly-Momkn-for-e-payment-Cairo-Egypt
Applications Developer,"Egypt Foods - Giza, Egypt 2 months ago","Giza, Egypt ",Experienced · 1 - 1 Yrs of Exp · IT/Software Development · JavaScript · Java · Computer Science · Software Engineering · Software Development · Application Development,2 months ago,https://wuzzuf.net/jobs/p/7RIEWkonivw1-Applications-Developer-Egypt-Foods-Giza-Egypt
Senior Software Engineer,"Confidential - Ain Shams, Cairo, Egypt 2 months ago","Ain Shams, Cairo, Egypt ",Experienced · 8 - 12 Yrs of Exp · IT/Software Development · Information Technology (IT) · Programming · Software · Software Development,2 months ago,https://wuzzuf.net/jobs/p/V7goCRpPDIyr-Senior-Software-Engineer-Cairo-Egypt
Web & Mobile Apps Developer Expert,"Cleopatra Hospitals Group - New Cairo, Cairo, Egypt 2 months ago","New Cairo, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Computer Science · Design · Software Engineering · Information Technology (IT) · Software Development · Web Development · JavaScript · HTML · CSS,2 months ago,https://wuzzuf.net/jobs/p/pnare4EY3c9L-Web-Mobile-Apps-Developer-Expert-Cleopatra-Hospitals-Group-Cairo-Egypt
IT Operations Supervisor,"Kasrawy Group - Abu Rawash, Giza, Egypt 2 months ago","Abu Rawash, Giza, Egypt ",Experienced · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Linux · Engineering · Microsoft Office 365 · Security · Microsoft Azure · AWS · Unix/Linux,2 months ago,https://wuzzuf.net/jobs/p/Bkoo25c3HF7s-IT-Operations-Supervisor-Kasrawy-Group-Giza-Egypt
Junior Data Analyst,"Confidential - Cairo, Egypt 2 months ago","Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Analyzing · Computer Science · Analysis · Data · Data Analysis · Engineering · Information Technology (IT),2 months ago,https://wuzzuf.net/jobs/p/kl5VSf950AsV-Junior-Data-Analyst-Cairo-Egypt
Software Testing,"Cubic Information Systems - New Cairo, Cairo, Egypt 2 months ago","New Cairo, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Software · Software Testing · Agile · Automation · Software Development · Testing,2 months ago,https://wuzzuf.net/jobs/p/e6MzVWfeVuod-Software-Testing-Cubic-Information-Systems-Cairo-Egypt
Operations Coordinator,"Extend for IT solutions - Maadi, Cairo, Egypt 2 months ago","Maadi, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Data Analysis · Operations · Pivot Tables,2 months ago,https://wuzzuf.net/jobs/p/vzeQVQ7OuWdQ-Operations-Coordinator-Extend-for-IT-solutions-Cairo-Egypt
Researcher (AI & Technology),"Rehabitaire - Maadi, Cairo, Egypt 2 months ago","Maadi, Cairo, Egypt ",Experienced · 4+ Yrs of Exp · R&D/Science · IT/Software Development · Analyst/Research · AI · Computer Vision · NLP · Computer · Computer Science · Research · Internet Research,2 months ago,https://wuzzuf.net/jobs/p/OCsZGR12c4dE-Researcher-AI-Technology-Rehabitaire-Cairo-Egypt
